id,title,release_date,runtime,genres,overview,vote_average,vote_count,cast,director,keywords,soup,sentiment_score
671,Harry Potter and the Philosopher's Stone,2001-11-16,152,"Adventure, Fantasy","Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",7.898,29297,"Daniel Radcliffe, Rupert Grint, Emma Watson",Chris Columbus,"witch, school friend, friendship, london, england, based on novel or book, magic, boarding school, male friendship, child hero, school of witchcraft, chosen one, bullying, school, ghost, fantasy world, wizard, pre-teen, children's adventure, based on young adult novel, found family, owl, male female friendship, teen fantasy","Adventure Fantasy witch school friend friendship london england based on novel or book magic boarding school male friendship child hero school of witchcraft chosen one bullying school ghost fantasy world wizard pre-teen children's adventure based on young adult novel found family owl male female friendship teen fantasy DanielRadcliffe,RupertGrint,EmmaWatson ChrisColumbus",0.3666666666666667
104308,The Spider Labyrinth,1988-08-25,86,"Horror, Thriller","A young professor travels to Budapest to locate a lost colleague. Once there, he gets tangled up in a supernatural mystery.",6.4,52,"Roland Wybenga, Claudio Capone, Paola Rinaldi",Gianfranco Giagni,"monster, budapest, hungary, underground, loss of loved one, professor, catacombs, spider, cult, hanging, super power, ritual murder, spider web, arachnophobia, inescapable, remains, ancient tablet","Horror Thriller monster budapest hungary underground loss of loved one professor catacombs spider cult hanging super power ritual murder spider web arachnophobia inescapable remains ancient tablet RolandWybenga,ClaudioCapone,PaolaRinaldi GianfrancoGiagni",0.13333333333333333
278154,Ice Age: Collision Course,2016-06-23,95,"Adventure, Animation, Family, Comedy, Science Fiction","Set after the events of Continental Drift, Scrat's epic pursuit of his elusive acorn catapults him outside of Earth, where he accidentally sets off a series of cosmic events that transform and threaten the planet. To save themselves from peril, Manny, Sid, Diego, and the rest of the herd leave their home and embark on a quest full of thrills and spills, highs and lows, laughter and adventure while traveling to exotic new lands and locations.",6.1,4834,"Ray Romano, John Leguizamo, Denis Leary",Mike Thurmeier,"fire, fireworks, mammoth, sequel, prehistory, singing, critically bashed, cavemen, meteor crash","Adventure Animation Family Comedy Science Fiction fire fireworks mammoth sequel prehistory singing critically bashed cavemen meteor crash RayRomano,JohnLeguizamo,DenisLeary MikeThurmeier",0.21727272727272728
1081676,Forgotten Love,2023-09-26,140,"Drama, Romance",A once-respected surgeon who's lost his family and his memory gets a chance at redemption when he reconnects with someone from his forgotten past.,7.8,345,"Leszek Lichota, Maria Kowalska, Ignacy Liss",Michał Gazda,"based on novel or book, new identity, surgeon, memory loss, father daughter reunion, candid, lost memories, admiring","Drama Romance based on novel or book new identity surgeon memory loss father daughter reunion candid lost memories admiring LeszekLichota,MariaKowalska,IgnacyLiss MichałGazda",-0.25
76600,Avatar: The Way of Water,2022-12-14,192,"Action, Adventure, Science Fiction","Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",7.596,13867,"Sam Worthington, Zoe Saldaña, Sigourney Weaver",James Cameron,"dying and death, loss of loved one, alien life-form, resurrection, dysfunctional family, sequel, alien planet, distant future, transhumanism, adopted child, rebirth, family dynamics, adopted son, stronger villain, war, amused, excited, exhilarated","Action Adventure Science Fiction dying and death loss of loved one alien life-form resurrection dysfunctional family sequel alien planet distant future transhumanism adopted child rebirth family dynamics adopted son stronger villain war amused excited exhilarated SamWorthington,ZoeSaldaña,SigourneyWeaver JamesCameron",0.17083333333333336
96712,The Puppetmaster,1993-12-08,143,"Drama, War, History",Master puppeteer Li Tien-lu recalls his life in Japanese-occupied Taiwan during the first half of the 20th century.,6.5,55,"Li Tian-Lu, Lim Giong, Pai Ming-Hua",Hou Hsiao-hsien,"puppeteer, puppet, biography","Drama War History puppeteer puppet biography LiTian-Lu,LimGiong,PaiMing-Hua HouHsiao-hsien",0.02777777777777778
1291335,Solo Mio,2026-02-05,96,"Romance, Comedy","After Matt's dreams of a picturesque Italian wedding are shattered when his fiancée leaves him at the altar, he embarks on his planned honeymoon across Italy alone, immersing himself in the country's vibrant culture, food, and beauty, meeting Gia along the way.",7.072,90,"Kevin James, Alyson Hannigan, Kim Coates",Charles Kinnane,"rome, italy, italy, honeymoon, romcom, relaxed, left at the altar, romantic","Romance Comedy rome italy italy honeymoon romcom relaxed left at the altar romantic KevinJames,AlysonHannigan,KimCoates CharlesKinnane",0.08333333333333333
1381027,Good Boy,2026-03-06,110,"Thriller, Drama, Mystery","Tommy, a volatile 19-year-old, revels in drugs, parties and violence. After getting separated from his friends on a drunken bender, he is abducted by a shadowy figure. He wakes to find himself imprisoned in the basement of a remote Yorkshire house, inhabited by a very strange family. But what unfolds is not what he could possibly expect.",7.5,44,"Stephen Graham, Andrea Riseborough, Anson Boon",Jan Komasa,"kidnapping, paranoid, family life, toxic relationship, toxic family, dramatic, complicated, harsh, sympathetic","Thriller Drama Mystery kidnapping paranoid family life toxic relationship toxic family dramatic complicated harsh sympathetic StephenGraham,AndreaRiseborough,AnsonBoon JanKomasa",-0.055
1406657,Scarlet,2025-11-21,112,"Animation, Action, Drama, Science Fiction","After failing to avenge her father's murder, Princess Scarlet, wakes up in the ""Land of the Dead."" In this world filled with madness, if she does not achieve her revenge against her nemesis and reach the ""No End Place,"" she will become ""Void"" and cease to exist. Can Scarlet find a way to live at the end of her endless journey?",6.9,47,"Mana Ashida, Masaki Okada, Yutaka Matsushige",Mamoru Hosoda,"princess, time travel, revenge, anime","Animation Action Drama Science Fiction princess time travel revenge anime ManaAshida,MasakiOkada,YutakaMatsushige MamoruHosoda",0.05284090909090909
496243,Parasite,2019-05-30,133,"Comedy, Thriller, Drama","All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",8.493,20313,"Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong",Bong Joon Ho,"dark comedy, private lessons, birthday party, con artist, working class, infiltration, psychological thriller, class differences, housekeeper, tutor, family, hidden room, mysterious, unemployed, shocking, hiding in attic, thoughtful, domestic worker, wealthy family, complex, south korea, cautionary, caste violence, seoul, south korea, suspenseful, tense, witty, hilarious","Comedy Thriller Drama dark comedy private lessons birthday party con artist working class infiltration psychological thriller class differences housekeeper tutor family hidden room mysterious unemployed shocking hiding in attic thoughtful domestic worker wealthy family complex south korea cautionary caste violence seoul south korea suspenseful tense witty hilarious SongKang-ho,LeeSun-kyun,ChoYeo-jeong BongJoonHo",0.3
1284460,Alpha,2025-08-20,128,"Horror, Drama, Science Fiction, Thriller","Alpha, a troubled 13-year-old lives with her single mom. Their world collapses the day she returns from school with a tattoo on her arm.",6.4,101,"Mélissa Boros, Tahar Rahim, Golshifteh Farahani",Julia Ducournau,"coming of age, disease, pandemic, mother daughter relationship, body horror, depressing","Horror Drama Science Fiction Thriller coming of age disease pandemic mother daughter relationship body horror depressing MélissaBoros,TaharRahim,GolshiftehFarahani JuliaDucournau",-0.2857142857142857
680,Pulp Fiction,1994-09-10,154,"Thriller, Crime, Comedy","A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",8.486,29874,"John Travolta, Samuel L. Jackson, Uma Thurman",Quentin Tarantino,"drug dealer, drug crime, stolen money, crime boss, redemption, los angeles, california, theft, nonlinear timeline, multiple storylines, neo-noir, dramatic, amused","Thriller Crime Comedy drug dealer drug crime stolen money crime boss redemption los angeles california theft nonlinear timeline multiple storylines neo-noir dramatic amused JohnTravolta,SamuelL.Jackson,UmaThurman QuentinTarantino",0.16666666666666666
185341,[REC]⁴ Apocalypse,2014-10-31,95,"Thriller, Horror","Ángela Vidal, the young television reporter who entered the building with the firemen, manages to make it out alive. But what the soldiers don't know is that she carries the seed of the strange infection. She is to be taken to a provisional quarantine facility, a high-security installation where she will have to stay in isolation for several days. An old oil tanker, miles off shore and surrounded by water on all sides, has been especially equipped for the quarantine.",5.6,1249,"Manuela Velasco, Paco Manzanedo, Héctor Colomé",Jaume Balagueró,"religion and supernatural, sequel, zombie, soldier, occult, demonic possession, found footage, virus","Thriller Horror religion and supernatural sequel zombie soldier occult demonic possession found footage virus ManuelaVelasco,PacoManzanedo,HéctorColomé JaumeBalagueró",0.041666666666666664
350,The Devil Wears Prada,2006-06-29,109,"Drama, Comedy","A young woman from the Midwest gets more than she bargained for when she moves to New York to become a writer and ends up as the assistant to the tyrannical, larger-than-life editor-in-chief of a major fashion magazine.",7.4,12843,"Meryl Streep, Anne Hathaway, Emily Blunt",David Frankel,"new york city, journalist, paris, france, based on novel or book, journalism, fashion journal, assistant, job entrant, job interview, editor-in-chief, fashion, fashion magazine, bullied, city life, fashion industry, bold, workplace drama","Drama Comedy new york city journalist paris france based on novel or book journalism fashion journal assistant job entrant job interview editor-in-chief fashion fashion magazine bullied city life fashion industry bold workplace drama MerylStreep,AnneHathaway,EmilyBlunt DavidFrankel",0.19971590909090908
603,The Matrix,1999-03-31,136,"Action, Science Fiction","Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",8.24,27556,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss",Lana Wachowski,"man vs machine, martial arts, kung fu, dreams, fortune teller, artificial intelligence (a.i.), saving the world, hacker, self sacrifice, virtual reality, fight, prophecy, truth, philosophy, dystopia, insurgence, chosen one, pill, simulated reality , cyberpunk, dream world, messiah, disturbed, action hero, gnosticism, oracle, joyous, soothsayer, baffled, distressing, allegory of the cave, dystopian sci-fi","Action Science Fiction man vs machine martial arts kung fu dreams fortune teller artificial intelligence (a.i.) saving the world hacker self sacrifice virtual reality fight prophecy truth philosophy dystopia insurgence chosen one pill simulated reality  cyberpunk dream world messiah disturbed action hero gnosticism oracle joyous soothsayer baffled distressing allegory of the cave dystopian sci-fi KeanuReeves,LaurenceFishburne,Carrie-AnneMoss LanaWachowski",0.15
117389,The Muppets: A Celebration of 30 Years,1986-01-21,48,"Family, Fantasy, Music, TV Movie, Comedy, Documentary","For the first time in their careers, all the Muppets (except the ones that couldn't make it, like the Doozers, Gorgs and most of the Fraggles) have gathered together in one place to celebrate their thirtieth anniversary and honor the one who brought them together: Kermit the Frog (and by doing so, Jim Henson).",7.0,3,"Jim Henson, Frank Oz, Jerry Nelson",Peter Harris,puppetry,"Family Fantasy Music TV Movie Comedy Documentary puppetry JimHenson,FrankOz,JerryNelson PeterHarris",0.375
262267,Darkest Night,2012-10-20,99,"Horror, Drama","A family gathers for a happy reunion and marriage announcement on Christmas Day at an isolated mansion in the Philippine mountains only to encounter a series of bizarre, demonic, and tragic events.",2.8,8,"DJ Perry, Anne Gauthier, Issa Litton",Noel Tan,"asia, black magic, gothic horror, religious cult, found footage","Horror Drama asia black magic gothic horror religious cult found footage DJPerry,AnneGauthier,IssaLitton NoelTan",0.11250000000000004
14262,Desperate Living,1977-05-27,91,"Comedy, Crime","After killing her husband, Peggy Gravel and her murderous maid Grizelda wind up in the crazy town of Mortville, where Queen Carlotta presides over a sleazy collection of misfits.",6.4,115,"Mink Stole, Jean Hill, Susan Lowe",John Waters,"fascism, delusion, dark comedy, sex change, pubic hair, murder, cannibal, homeless shelter, lesbian, independent film","Comedy Crime fascism delusion dark comedy sex change pubic hair murder cannibal homeless shelter lesbian independent film MinkStole,JeanHill,SusanLowe JohnWaters",-0.6
